"Species","Bark thickness","Conduit diam.","Crown diameter","Crown height","Leaf K","Leaf N","Leaf P","Leaf Vcmax","Leaf area","Leaf density","Leaf thickness","Root depth","Seed dry mass","Specific leaf area","Stem diameter","Stomatal conduct.","Tree height","Wood density"
"Abarema nipensis",4.7541234654845,55.8067718509066,12.48038461,14,3.82028979555262,26.6977952508102,0.903090925756101,0.311716655418113,2498.37863910099,0.51263352577449,0.258530778542604,3,72.7799041940516,11.3672192193379,0.852,204.669954248582,40,0.449340635667709
"Abarema obovalis",4.7541234654845,55.8067718509066,12.48038461,14,3.82028979555262,25.9338296492731,0.903090925756101,0.311716655418113,2498.37863910099,0.520401209934967,0.268459878495008,3,72.3341851035427,11.4550143050571,0.852,204.669954248582,40,0.451362352348046
"Abarema obovata",4.7541234654845,55.8067718509066,12.48038461,14,3.82028979555262,27.4011903343118,0.903090925756101,0.311716655418113,2498.37863910099,0.523499358163906,0.257526638323605,3,77.5504355195734,11.0892999293696,0.852,204.669954248582,40,0.454091249983935
"Abarema oppositifolia",4.7541234654845,55.8067718509066,12.48038461,14,3.82028979555262,28.0787334275115,0.903090925756101,0.311716655418113,2498.37863910099,0.511291212311565,0.259288088046709,3,77.2568728043755,11.3915078122878,0.852,204.669954248582,40,0.461094562470552
"Abarema oxyphyllidia",4.7541234654845,55.8067718509066,12.48038461,14,3.82028979555262,26.2993135004519,0.903090925756101,0.311716655418113,2498.37863910099,0.538417267747867,0.243676541878278,3,78.1135443081094,10.7743466364284,0.852,204.669954248582,40,0.448165027695235
"Abarema piresii",4.52293565003242,55.8067718509066,12.48038461,14,3.82028979555262,25.4389831276251,0.789263881861696,0.311716655418113,2498.37863910099,0.509856531722569,0.213558395778328,3,73.6798060870975,10.8684460486355,1.18,204.669954248582,45,0.49292094634754
"Abarema racemiflora",4.7541234654845,55.8067718509066,12.48038461,14,3.82028979555262,23.8192360927138,0.903090925756101,0.311716655418113,2498.37863910099,0.531340492254866,0.288755694192411,3,68.604568962195,11.2822169215538,0.852,204.669954248582,40,0.450734541023907
"Abarema turbinata",4.7541234654845,55.8067718509066,12.48038461,14,3.82028979555262,26.5791833351727,0.903090925756101,0.311716655418113,2498.37863910099,0.538639353793754,0.257149529045132,3,77.0844720650873,11.1840136200747,0.852,204.669954248582,40,0.457277766116223
"Abarema villifera",4.7541234654845,55.8067718509066,12.48038461,14,3.82028979555262,25.0856412525892,0.903090925756101,0.311716655418113,2498.37863910099,0.54126334321198,0.271809257793607,3,71.8037836594959,11.2698855134143,0.852,204.669954248582,40,0.452918508853417
"Abarema villosa",4.7541234654845,55.8067718509066,12.48038461,14,3.82028979555262,26.077179500877,0.903090925756101,0.311716655418113,2498.37863910099,0.522024733803669,0.26408820654582,3,74.4022188953998,11.0025864111298,0.852,204.669954248582,40,0.451628366212912
"Abatia mexicana",0.59580157105428,30.740125654522,6.4,18.3,13.3264892651471,21.0120024277368,1.74968994409914,0.633323619288875,5064.26567316475,0.417795701029938,0.210378778871539,3.77952,15.0590413047802,15.7275694565595,0.955,393.172626331451,58,0.624300272725796
"Abatia parviflora",0.59580157105428,30.740125654522,6.4,18.3,13.3264892651471,21.0120024277368,1.74968994409914,0.633323619288875,5064.26567316475,0.417795701029938,0.210378778871539,3.77952,15.0590413047802,15.7275694565595,0.955,393.172626331451,58,0.624300272725796
"Abatia rugosa",0.59580157105428,30.740125654522,6.4,18.3,13.3264892651471,21.0120024277368,1.74968994409914,0.633323619288875,5064.26567316475,0.417795701029938,0.210378778871539,3.77952,15.0590413047802,15.7275694565595,0.955,393.172626331451,58,0.624300272725796
"Abatia spicata",0.59580157105428,30.740125654522,6.4,18.3,13.3264892651471,21.0120024277368,1.74968994409914,0.633323619288875,5064.26567316475,0.417795701029938,0.210378778871539,3.77952,15.0590413047802,15.7275694565595,0.955,393.172626331451,58,0.624300272725796
"Abeliophyllum distichum",3.1416387261054,31.6929043655453,8.91,6.67059544914677,9.01653403293108,15.0040629959784,0.862254473395316,0.402791814914942,2043.50657946284,0.264176733351369,0.260846112589333,4,35.4741056834876,8.51748766568288,0.4771,338.400295703193,13.87441039,0.813044992085549
"Abies alba",7.54808529170124,15.1673945574135,8.134090853,41.3,5.70045201146321,11.7099660777962,1.34986993331046,0.17668000313728,12.4922428192274,0.301121309097372,0.527220673836699,3.3,47.6531868089376,6.13690159422142,1.7,65.1626864887934,100,0.457297380469453
"Abies amabilis",7.49908354435196,15.3620797403251,9.325,21.35,6.08428222862596,12.2246880556507,1.33225683340911,0.111868084556668,21.4037970439798,0.40939281963399,0.686119025344819,2.3,20.0230513621197,8.35429005884432,0.667515070824083,84.3441388839277,74.7,0.41693348356927
"Abies balsamea",7.99299146007039,17.8348143626367,9.325,29.93136,5.05989043733293,12.4914921323068,1.35166100582456,0.231692586589734,26.9242939515464,0.382041244501521,0.557358220969001,2.9972,16.3722202851723,6.60702390133987,0.806,55.8325035529686,40,0.443251036027665
"Abies beshanzuensis",7.42607164275813,16.1791308266031,9.325,21.35,5.84306605803938,12.7934915883784,1.31333016329092,0.11788564639515,23.7646771132399,0.423381483893355,0.682151513623729,2.3,10.9250518607203,5.89837492337681,0.806,76.5128289224231,50,0.353464720464439
"Abies bracteata",7.56217649478883,13.6722270384138,9.325,32.49,4.77410818093188,12.1480831270491,1.2977337839207,0.231692586589734,26.7652599520469,0.370415370210029,0.487068345927355,2.9972,44.0808556717713,6.38398161093762,0.806,55.6151578726759,40,0.476506557659881
