"Species","Bark thickness","Conduit diam.","Crown diameter","Crown height","Leaf K","Leaf N","Leaf P","Leaf Vcmax","Leaf area","Leaf density","Leaf thickness","Root depth","Seed dry mass","Specific leaf area","Stem diameter","Stomatal conduct.","Tree height","Wood density"
"Cryptocarya maculata",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,16.1532688782015,1.08396993663359,0.328800596747574,63.5381834370277,0.342262295962689,0.339245107281276,0.9144,1094.58014648425,10.6523602694373,0.845,121.856219086799,50,0.556210190458388
"Cryptocarya magnifolia",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,16.1945740120731,1.09712463891707,0.328800596747574,65.4023147716266,0.345636090896761,0.338002169227014,0.9144,1141.36068312243,10.2661698454273,0.845,121.856219086799,50,0.609854780479576
"Cryptocarya mandioccana",6.20256011411937,22.0631775383847,11.7260394,7.748,15.409034402229,15.4303109133566,0.971348339328727,0.384663357416923,48.8568790901937,0.349732147908643,0.22761682390539,0.9144,1180.47782113376,9.12294164920902,0.845,101.410231841736,24.77,0.592075395655719
"Cryptocarya mannii",6.20256011411937,22.0631775383847,11.7260394,7.748,15.409034402229,15.4303109133566,0.757559669337946,0.384663357416923,48.8568790901937,0.349732147908643,0.22761682390539,0.9144,363.619092495481,9.12294164920902,0.845,101.410231841736,24.77,0.563420290758065
"Cryptocarya massoy",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,16.1945740120731,1.09712463891707,0.328800596747574,65.8171431257336,0.344098493842518,0.338084749113381,0.9144,1238.82683367615,10.2465775149009,0.845,121.856219086799,50,0.564854808165951
"Cryptocarya medicinalis",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,16.1532688782015,1.08396993663359,0.328800596747574,62.8457060326427,0.345741403949762,0.339112904852081,0.9144,1249.44064221675,10.303088541525,0.845,121.856219086799,50,0.582975949636416
"Cryptocarya megaphylla",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,16.1945740120731,1.09712463891707,0.328800596747574,61.1231762472187,0.347258362886346,0.337975466553215,0.9144,1117.2737858415,10.0578249227577,0.845,121.856219086799,50,0.611984113966228
"Cryptocarya meisneriana",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,16.1945740120731,1.09712463891707,0.328800596747574,65.6071318038648,0.343981591759994,0.339437108675698,0.9144,2192.0883628275,10.5271716699175,0.845,121.856219086799,50,0.587375458235944
"Cryptocarya melanocarpa",6.20256011411937,22.0631775383847,11.7260394,7.748,15.409034402229,15.4303109133566,0.757559669337946,0.384663357416923,48.8568790901937,0.349732147908643,0.22761682390539,0.9144,363.47028561956,9.12294164920902,0.845,101.410231841736,24.77,0.585412256239834
"Cryptocarya membranacea",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,16.1945740120731,1.09712463891707,0.328800596747574,65.6071318038648,0.343981591759994,0.339437108675698,0.9144,2029.02647866871,10.5378570479201,0.845,121.856219086799,50,0.577125972570929
"Cryptocarya metcalfiana",6.20256011411937,22.0631775383847,11.7260394,7.748,15.409034402229,15.4303109133566,0.757559669337946,0.384663357416923,48.8568790901937,0.349732147908643,0.22761682390539,0.9144,363.47028561956,9.12294164920902,0.845,101.410231841736,24.77,0.646235458974451
"Cryptocarya micrantha",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,16.1532688782015,1.08396993663359,0.328800596747574,62.616003185123,0.344118687295201,0.342009469848476,0.9144,2335.9710307365,10.26466469637,0.845,121.856219086799,50,0.584140622566462
"Cryptocarya microcos",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,16.1945740120731,1.09712463891707,0.328800596747574,62.7349625027145,0.344586983033723,0.340443751159757,0.9144,2275.86571753073,10.3075053941484,0.845,121.856219086799,50,0.603828408042065
"Cryptocarya microneura",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,16.1945740120731,1.09712463891707,0.328800596747574,62.4460178774313,0.345708239470438,0.338913790035933,0.9144,1247.45788695366,10.0219594438777,0.845,121.856219086799,50,0.622611431231315
"Cryptocarya mindanaensis",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,16.1532688782015,1.08396993663359,0.328800596747574,65.1632674462673,0.344013868522732,0.340889246769863,0.9144,2273.4747646762,10.3875592960351,0.845,121.856219086799,50,0.585739898902763
"Cryptocarya minutifolia",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.898030714275,1.09485422519797,0.328800596747574,54.0543610979954,0.354898064670943,0.337741582015432,0.9144,1128.95835881712,9.46757428655878,0.845,121.856219086799,50,0.531772750732807
"Cryptocarya moschata",6.20256011411937,22.0631775383847,11.7260394,7.748,15.409034402229,15.4303109133566,0.971348339328727,0.384663357416923,48.8568790901937,0.349732147908643,0.22761682390539,0.9144,1180.47782113376,9.1728658574117,0.845,101.410231841736,24.77,0.592075395655719
"Cryptocarya multinervis",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.898030714275,1.09485422519797,0.328800596747574,52.2707987292604,0.353426918856812,0.338934248687668,0.9144,1291.54255251518,9.47672505626016,0.845,121.856219086799,50,0.471497107980427
"Cryptocarya multipaniculata",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.8186818513716,1.07575543149695,0.328800596747574,52.2707987292604,0.353426918856812,0.338934248687668,0.9144,1301.65963925968,9.48995600937211,0.845,121.856219086799,50,0.463595292444766
"Cryptocarya murrayi",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,16.1945740120731,1.09712463891707,0.328800596747574,53.1970507508542,0.353783798951242,0.339866538127045,0.9144,2735.26863069078,9.93222262280419,0.845,121.856219086799,50,0.595868626201584
"Cryptocarya myrcioides",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,16.1137450681518,1.0779862397944,0.328800596747574,53.2468774756011,0.353822446277821,0.338645901996076,0.9144,1249.29959399353,9.63644214673089,0.845,121.856219086799,50,0.513445321955255
"Cryptocarya myrtifolia",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,16.1366491470565,1.08609964210287,0.328800596747574,53.9643411298376,0.352631581131116,0.339692520067808,0.9144,1493.86666148872,9.12418898382722,0.845,121.856219086799,50,0.513841959295163
"Cryptocarya nana",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,16.1532688782015,1.08396993663359,0.328800596747574,55.2787360230036,0.353199230095783,0.338662635117243,0.9144,2672.4820055981,10.1299375546799,0.845,121.856219086799,50,0.547107146331549
"Cryptocarya natalensis",6.75302223742153,22.0739993323678,11.7279340817727,7.748,17.3064800527517,15.9437350191987,1.02034599983697,0.343129789342584,86.4175593731296,0.249288807630626,0.344274348306728,0.9144,5721.92089389963,11.823097478521,0.845,107.989513378054,50,0.568710708074081
"Cryptocarya nigra",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.7317078453909,1.04789077984696,0.328800596747574,50.1421342152279,0.356158056661825,0.340128424629515,0.9144,1682.45931473394,9.20118357080336,0.845,121.856219086799,50,0.501485980541568
"Cryptocarya nitens",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,16.1137450681518,1.0779862397944,0.328800596747574,53.5030619531175,0.354475001935808,0.343834596440505,0.9144,3053.0898560298,9.57955658270399,0.845,121.856219086799,50,0.482331610199218
"Cryptocarya nothofagetorum",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,16.1137450681518,1.0779862397944,0.328800596747574,53.7055963114764,0.355103279960845,0.339317081745838,0.9144,3211.13864499137,9.63234867836681,0.845,121.856219086799,50,0.500006210099152
"Cryptocarya nova-anglica",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,16.0405732754194,1.08835357905556,0.328800596747574,52.7830748794601,0.354814397427189,0.339692548275681,0.9144,3041.37267484808,9.42152342752441,0.845,121.856219086799,50,0.54705479735515
"Cryptocarya oblata",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,16.1945740120731,1.09712463891707,0.328800596747574,52.7830748794601,0.354814397427189,0.339692548275681,0.9144,3178.65900751219,9.61515431128132,0.845,121.856219086799,50,0.521811744083496
"Cryptocarya oblongata",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,16.105533282244,1.06870647342614,0.328800596747574,52.1826950837815,0.353004237509343,0.338900762381767,0.9144,1564.42679453277,9.54890246954646,0.845,121.856219086799,50,0.555393477581041
"Cryptocarya obovata",6.20256011411937,22.0631775383847,11.7260394,7.748,15.409034402229,15.4303109133566,0.757559669337946,0.384663357416923,48.8568790901937,0.349732147908643,0.22761682390539,0.9144,363.47028561956,9.12294164920902,0.845,101.410231841736,24.77,0.563420290758065
"Cryptocarya ocoteifolia",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,16.105533282244,1.06870647342614,0.328800596747574,51.7290931522851,0.355006199786687,0.338851461304281,0.9144,1643.81387509999,9.37125007556502,0.845,121.856219086799,50,0.536081230597755
"Cryptocarya odorata",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.9116918666787,1.04745108359369,0.328800596747574,52.8827112003164,0.355263182609032,0.3383391710103,0.9144,1649.99171885586,9.52849540317707,0.845,121.856219086799,50,0.549199844462241
"Cryptocarya oligocarpa",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,16.0405732754194,1.08835357905556,0.328800596747574,53.0471397988765,0.353004237509343,0.338388397552285,0.9144,1626.49325853319,8.90908304707414,0.845,121.856219086799,50,0.542385117844168
"Cryptocarya onoprienkoana",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.8106204337336,1.06649486888014,0.328800596747574,52.8827112003164,0.355263182609032,0.3383391710103,0.9144,1446.46313444527,9.22149943513189,0.845,121.856219086799,50,0.528381186847208
"Cryptocarya oubatchensis",6.20256011411937,22.0631775383847,11.7260394,7.748,15.409034402229,15.4303109133566,1.00413807850516,0.384663357416923,48.8568790901937,0.349732147908643,0.22761682390539,0.9144,1345.64786376841,7.44507317194719,0.845,101.410231841736,24.77,0.590921590077661
"Cryptocarya ovalifolia",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.5821086898216,1.0395133244218,0.328800596747574,52.6666080497365,0.355263182609032,0.3383391710103,0.9144,1692.43420306278,8.71371376258669,0.845,121.856219086799,50,0.511101950162885
"Cryptocarya ovata",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.6203285016298,1.0452834654162,0.328800596747574,52.8017961120484,0.355006199786687,0.3383391710103,0.9144,1656.16293898975,9.1111207227452,0.845,121.856219086799,50,0.519448940313526
"Cryptocarya ovatocaudata",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.5821086898216,1.0395133244218,0.328800596747574,51.010644293221,0.355017521591992,0.342932564239599,0.9144,3441.77404435183,9.07519865708312,0.845,121.856219086799,50,0.495750819492635
"Cryptocarya pachyphylla",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.2724137067727,1.01037693508141,0.328800596747574,49.1175359706007,0.35473813294708,0.356098264445007,0.9144,3736.7468452771,9.8504054777733,0.845,121.856219086799,50,0.48823060995718
"Cryptocarya palawanensis",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.1208828684468,1.0079098848982,0.328800596747574,48.7033750648299,0.354366878401198,0.358857126501596,0.9144,3911.52273077057,8.99351124357237,0.845,121.856219086799,50,0.491639954326836
"Cryptocarya pallens",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.1751614916669,1.01814117753401,0.328800596747574,49.4661922387529,0.355443145193034,0.346332013627547,0.9144,3313.11785294203,8.94332267320914,0.845,121.856219086799,50,0.494067254354906
"Cryptocarya pallidifolia",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.222847465279,1.02876157229219,0.328800596747574,49.4661922387529,0.355443145193034,0.346332013627547,0.9144,3041.21230814142,8.96381595909078,0.845,121.856219086799,50,0.482134102321198
"Cryptocarya palmerensis",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.1751614916669,1.01814117753401,0.328800596747574,48.6076510632169,0.354477890749925,0.359354505683221,0.9144,4913.55676230135,9.1487829164858,0.845,121.856219086799,50,0.47128555908267
"Cryptocarya panamensis",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.0823162417068,0.995824881978655,0.328800596747574,48.3240187859454,0.353725507647273,0.360312170040022,0.9144,4689.21840072004,8.39763152877138,0.845,121.856219086799,50,0.514021209293527
"Cryptocarya parallelinervia",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.1751614916669,1.01814117753401,0.328800596747574,48.8372192141884,0.354577375609437,0.358643827196825,0.9144,4508.5578713033,8.81814964635499,0.845,121.856219086799,50,0.49003144340284
"Cryptocarya parinarifolia",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.4152433380465,1.02586257518096,0.328800596747574,48.8866501401935,0.35463860298339,0.356803898716094,0.9144,4361.70286234268,8.99782606810903,0.845,121.856219086799,50,0.500137120706252
"Cryptocarya parinarioides",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.0823162417068,0.995824881978655,0.328800596747574,46.1262349538995,0.353691183229864,0.367683247948116,0.9144,5600.72016825667,8.03461767793353,0.845,121.856219086799,50,0.529152048408241
"Cryptocarya parvifolia",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.0823162417068,0.995824881978655,0.328800596747574,46.1262349538995,0.353691183229864,0.367683247948116,0.9144,5600.72016825667,8.86974124053591,0.845,121.856219086799,50,0.520962553429501
"Cryptocarya pergamentacea",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.1751614916669,1.01814117753401,0.328800596747574,46.7035773192881,0.354572501311735,0.364204029530992,0.9144,2487.08611859428,8.26426561526996,0.845,121.856219086799,50,0.52676484493012
"Cryptocarya pergracilis",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.0823162417068,0.995824881978655,0.328800596747574,46.597865598604,0.354042820654066,0.363619027455828,0.9144,2617.44721815569,8.73506219540706,0.845,121.856219086799,50,0.534767643669384
"Cryptocarya perlucida",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.0885994709981,0.990281655257727,0.328800596747574,46.4962335598902,0.354380933270372,0.365660867803829,0.9144,5081.19560941278,9.30989865163901,0.845,121.856219086799,50,0.523355267937298
"Cryptocarya pervillei",6.20412731901016,22.0631775383847,11.7260394,7.748,17.8884961559039,15.8855549758511,1.00062970510299,0.328800596747574,70.9363449348694,0.340469120570561,0.346285274309797,0.9144,6929.92963275763,10.5775841782722,0.845,120.024815376054,50,0.564152892983869
"Cryptocarya phyllostemon",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.0823162417068,0.995824881978655,0.328800596747574,46.3319287538047,0.353882378412385,0.366218352261824,0.9144,2972.04787701245,8.61241371061222,0.845,121.856219086799,50,0.56560228670388
"Cryptocarya pleurosperma",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.1751614916669,1.01814117753401,0.328800596747574,46.4962335598902,0.354380933270372,0.365660867803829,0.9144,5081.19560941278,9.09175787015923,0.845,121.856219086799,50,0.558956643301105
"Cryptocarya pluricostata",6.20256011411937,22.0631775383847,11.7260394,7.748,15.409034402229,15.4303109133566,1.00413807850516,0.384663357416923,48.8568790901937,0.349732147908643,0.22761682390539,0.9144,1345.64786376841,7.44507317194719,0.845,101.410231841736,24.77,0.590921590077661
"Cryptocarya praetervisa",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.1364564243728,1.0059334997571,0.328800596747574,46.211169529196,0.354414185832649,0.367225193159283,0.9144,5081.19560941278,8.83413833409095,0.845,121.856219086799,50,0.526772175750522
"Cryptocarya pulchella",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.1751614916669,1.01814117753401,0.328800596747574,46.8831480743129,0.354285140685332,0.363065499880856,0.9144,4380.90053412517,9.09498471332376,0.845,121.856219086799,50,0.503868102323716
"Cryptocarya pulchrinervia",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.1751614916669,1.01814117753401,0.328800596747574,46.2473757028888,0.354251928911198,0.369638722985492,0.9144,5081.19560941278,9.22896572528428,0.845,121.856219086799,50,0.550382607927197
"Cryptocarya pullenii",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.0823162417068,0.995824881978655,0.328800596747574,45.5980753880447,0.353595605718385,0.373273192610766,0.9144,5600.72016825667,8.11639727030903,0.845,121.856219086799,50,0.581671788164601
"Cryptocarya pusilla",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.0823162417068,0.995824881978655,0.328800596747574,45.8598000479882,0.353755917943833,0.370623794340653,0.9144,4983.79309707213,8.01088675901986,0.845,121.856219086799,50,0.584191187915975
"Cryptocarya pustulata",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.0823162417068,0.995824881978655,0.328800596747574,45.8793574091328,0.353562429958582,0.371683103666464,0.9144,5600.72016825667,8.69753764050112,0.845,121.856219086799,50,0.560365826308788
"Cryptocarya putida",6.20256011411937,22.0631775383847,11.7260394,7.748,15.409034402229,15.4303109133566,0.757559669337946,0.384663357416923,48.8568790901937,0.349732147908643,0.22761682390539,0.9144,384.558340251546,9.12294164920902,0.845,101.410231841736,24.77,0.587039363141804
"Cryptocarya rarinervia",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.0823162417068,0.995824881978655,0.328800596747574,46.1065723542866,0.353884741675687,0.36663533834541,0.9144,4983.79309707213,9.86100902379743,0.845,121.856219086799,50,0.558108118180533
"Cryptocarya renicarpa",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.0823162417068,0.995824881978655,0.328800596747574,46.1065723542866,0.353884741675687,0.36663533834541,0.9144,4983.79309707213,9.37635368338584,0.845,121.856219086799,50,0.555379039109136
"Cryptocarya resinosa",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.0730751540036,0.992227288790587,0.328800596747574,46.1262349538995,0.353691183229864,0.367683247948116,0.9144,5600.72016825667,10.302873840558,0.845,121.856219086799,50,0.535100841703166
"Cryptocarya retusa",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.0823162417068,0.995824881978655,0.328800596747574,46.1065723542866,0.353884741675687,0.36663533834541,0.9144,4983.79309707213,9.37635368338584,0.845,121.856219086799,50,0.611571079656621
"Cryptocarya revoluta",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.0823162417068,0.995824881978655,0.328800596747574,46.1426965767214,0.353722727142894,0.369044991443625,0.9144,4983.79309707213,8.22950199271466,0.845,121.856219086799,50,0.592425761114994
"Cryptocarya rhizophoretum",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.0823162417068,0.995824881978655,0.328800596747574,45.8598000479882,0.353755917943833,0.370623794340653,0.9144,4983.79309707213,8.6034670891343,0.845,121.856219086799,50,0.599665484007296
"Cryptocarya rhodosperma",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.0823162417068,0.995824881978655,0.328800596747574,45.8793574091328,0.353562429958582,0.371683103666464,0.9144,5600.72016825667,8.33789186128057,0.845,121.856219086799,50,0.570578095162212
"Cryptocarya riedeliana",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.0823162417068,0.995824881978655,0.328800596747574,45.5980753880447,0.353595605718385,0.373273192610766,0.9144,5600.72016825667,8.963313170493,0.845,121.856219086799,50,0.55846722492685
"Cryptocarya rifaii",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.0346304634159,0.980330322740795,0.328800596747574,45.5980753880447,0.353595605718385,0.373273192610766,0.9144,5600.72016825667,8.93962586145514,0.845,121.856219086799,50,0.566851292022698
"Cryptocarya rigida",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.0346304634159,0.980330322740795,0.328800596747574,46.1065723542866,0.353884741675687,0.36663533834541,0.9144,4983.79309707213,11.6831042719726,0.845,121.856219086799,50,0.574995918836391
"Cryptocarya robynsiana",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.0823162417068,0.995824881978655,0.328800596747574,46.1065723542866,0.353884741675687,0.36663533834541,0.9144,4983.79309707213,9.07119162510803,0.845,121.856219086799,50,0.532287387242652
"Cryptocarya roemeri",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.0346304634159,0.980330322740795,0.328800596747574,46.3909911536962,0.353851538787987,0.365073525684779,0.9144,4966.88425367496,10.0122176196454,0.845,121.856219086799,50,0.548771247185932
"Cryptocarya rotundifolia",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.0823162417068,0.995824881978655,0.328800596747574,45.8434393498261,0.353724371070949,0.369256225201589,0.9144,5557.03590208444,8.14734482025685,0.845,121.856219086799,50,0.52201460344558
"Cryptocarya rubiginosa",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.0823162417068,0.995824881978655,0.328800596747574,45.8434393498261,0.353724371070949,0.369256225201589,0.9144,5600.72016825667,8.02956425391065,0.845,121.856219086799,50,0.506671229118384
"Cryptocarya rugulosa",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.1364564243728,1.0059334997571,0.328800596747574,46.4172420835248,0.354605771849381,0.36576212242011,0.9144,2691.8021746321,8.45664238728926,0.845,121.856219086799,50,0.497851767301361
"Cryptocarya ruruvaiensis",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.0823162417068,0.995824881978655,0.328800596747574,45.5980753880447,0.353595605718385,0.373273192610766,0.9144,5600.72016825667,8.34780196342373,0.845,121.856219086799,50,0.541473989747174
"Cryptocarya saccharata",6.20256011411937,22.0631775383847,11.7260394,7.748,15.409034402229,15.4303109133566,1.02067482544968,0.384663357416923,48.8568790901937,0.349732147908643,0.22761682390539,0.9144,1357.13911926442,7.44507317194719,0.845,101.410231841736,24.77,0.612222439437693
"Cryptocarya saligna",6.20256011411937,22.0631775383847,11.7260394,7.748,15.409034402229,15.4303109133566,1.00413807850516,0.384663357416923,48.8568790901937,0.349732147908643,0.22761682390539,0.9144,1345.64786376841,7.44507317194719,0.845,101.410231841736,24.77,0.590921590077661
"Cryptocarya samarensis",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.0823162417068,0.995824881978655,0.328800596747574,45.8014139307266,0.353786749234479,0.371786025891272,0.9144,2972.04787701245,7.63003863679212,0.845,121.856219086799,50,0.560696010434992
"Cryptocarya samoensis",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.0823162417068,0.995824881978655,0.328800596747574,45.8014139307266,0.353786749234479,0.371786025891272,0.9144,2972.04787701245,7.63003863679212,0.845,121.856219086799,50,0.563127642597458
"Cryptocarya schlechteri",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.1208828684468,1.0079098848982,0.328800596747574,46.3319287538047,0.353882378412385,0.366218352261824,0.9144,2972.04787701245,8.83395921798181,0.845,121.856219086799,50,0.5451195989557
"Cryptocarya schmidii",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.1364564243728,1.0059334997571,0.328800596747574,45.9638373962878,0.354285169368632,0.371220065911785,0.9144,5041.56350946734,8.79351834633495,0.845,121.856219086799,50,0.496300495326744
"Cryptocarya schoddei",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.0823162417068,0.995824881978655,0.328800596747574,45.5980753880447,0.353595605718385,0.373273192610766,0.9144,5600.72016825667,8.38043208418025,0.845,121.856219086799,50,0.541821526161224
"Cryptocarya sclerophylla",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.1364564243728,1.0059334997571,0.328800596747574,45.9638373962878,0.354285169368632,0.371220065911785,0.9144,5081.19560941278,8.12801860431896,0.845,121.856219086799,50,0.499973424744447
"Cryptocarya sellowiana",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.0823162417068,0.995824881978655,0.328800596747574,45.8014139307266,0.353786749234479,0.371786025891272,0.9144,2943.77586038375,8.27879651453365,0.845,121.856219086799,50,0.517360648232307
"Cryptocarya septentrionalis",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.1364564243728,1.0059334997571,0.328800596747574,45.9638373962878,0.354285169368632,0.371220065911785,0.9144,5041.56350946734,8.57644617518703,0.845,121.856219086799,50,0.503983209112271
"Cryptocarya sericeotriplinervia",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.1364564243728,1.0059334997571,0.328800596747574,46.7218075902464,0.354929192211066,0.356778699809526,0.9144,2100.81498655996,9.44383157454303,0.845,121.856219086799,50,0.510338019032562
"Cryptocarya simonsii",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.1364564243728,1.0059334997571,0.328800596747574,46.211169529196,0.354414185832649,0.367225193159283,0.9144,4745.06853428347,9.18236883268188,0.845,121.856219086799,50,0.520975254649071
"Cryptocarya sleumeri",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.1364564243728,1.0059334997571,0.328800596747574,46.4172420835248,0.354605771849381,0.36576212242011,0.9144,2236.19848550513,8.79767918937689,0.845,121.856219086799,50,0.528856134337057
"Cryptocarya smaragdina",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.1208828684468,1.0079098848982,0.328800596747574,46.3319287538047,0.353882378412385,0.366218352261824,0.9144,2972.04787701245,8.62184850624432,0.845,121.856219086799,50,0.535979544440987
"Cryptocarya spathulata",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.1364564243728,1.0059334997571,0.328800596747574,46.4172420835248,0.354605771849381,0.36576212242011,0.9144,2709.10457440547,9.09067085099593,0.845,121.856219086799,50,0.524194439021337
"Cryptocarya splendens",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.0823162417068,0.995824881978655,0.328800596747574,46.0478720604086,0.353915584193853,0.367785062578726,0.9144,2972.04787701245,8.78677648991172,0.845,121.856219086799,50,0.529597289370202
"Cryptocarya strictifolia",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.1364564243728,1.0059334997571,0.328800596747574,47.135080782851,0.3532525012296,0.363279215578184,0.9144,2062.15405238924,8.9722118410613,0.845,121.856219086799,50,0.512069677480459
"Cryptocarya subbullata",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.1364564243728,1.0059334997571,0.328800596747574,46.4294193830976,0.354513652813262,0.366498949184841,0.9144,4775.31679275633,9.36611564137477,0.845,121.856219086799,50,0.529374853265744
"Cryptocarya subfalcata",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.1364564243728,1.0059334997571,0.328800596747574,46.9359604624626,0.352835290396681,0.363198398461148,0.9144,2372.59405782995,9.10227753126679,0.845,121.856219086799,50,0.506020692792784
"Cryptocarya sublanuginosa",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.0823162417068,0.995824881978655,0.328800596747574,46.0599524578557,0.353823644453804,0.368525964550705,0.9144,4394.37171333446,9.15287672505434,0.845,121.856219086799,50,0.529876565184975
"Cryptocarya subtrinervis",6.20256011411937,22.0631775383847,11.7260394,7.748,17.9367972726806,15.1364564243728,1.0059334997571,0.328800596747574,46.211169529196,0.354414185832649,0.367225193159283,0.9144,4812.85590776425,8.65480101454354,0.845,121.856219086799,50,0.546101242465826
